SearchName,PreferredFoot
Gaztanaga~Gaztañaga,Left
Carlos Delgado,Left
Loris Nery~Loris Néry,Right
Franco Signorelli,Right
Anthony Mfa,Right
Michal Kucharczyk,Right
Wojciech Pawlowski,Right
Manuel Torres,Right
Lukas Schmitz,Left
Arseniy Logashov,Right
Hannes Van Der Bruggen,Right
Markus Mendler,Left
Russell Teibert,Left
Gershon Koffie,Right
Joe Bendik,Left
Ivan Franjic~Ivan Franjic,Right
Michele Camporese,Right
Zac MacMath,Right
Saborit,Left
Emil Bergstrom~Emil Bergström,Right
Kofi Sarkodie,Right
Mateusz Zachara,Right
Ivan Cherenchikov,Right
Luciano Slagveer,Right
C.J. Sapong,Right
Justin Meram,Right
Abdoulay Diaby,Right
Bobby Wood,Right
Bob Schepers,Left
Abraham Kumedor,Right
Mijusko Bojovic~Mijuško Bojovic,Right
David Mitov Nilsson,Right
Kalif Alhassan,Right
Park Jin Po,Right
Han Kyo Won,Right
Mohamed Kamara,Right
Scott Wootton,Right
Ben Halloran,Right
Stephen Dawson,Right
Balliu,Right
Florian Hubner~Florian Hübner,Right
Evgeniy Gorodov,Right
Kijera,Left
Bruno Andrade,Right
Raffael Korte,Right
Guido Kocer~Guido Koçer,Left
Chaker Alhadhur,Right
Clement Tainmont~Clément Tainmont,Left
Giovanni Leon~Giovanni León,Right
Robert Zillner,Left
Robert Demjan,Right
Marcello Trotta,Left
Marko Jovanovic~Marko Jovanovic,Right
Dico Koppers,Left
Edwin Gyasi,Left
Henk Bos,Right
Stefano Marzo,Right
Rayan Frikeche~Rayan Frikèche,Right
Mick van Buren,Left
Ghayas Zahid,Right
Jean Michael Seri~Jean Michaël Seri,Right
Stefan Schwab,Left
Issiaka Ouedraogo~Issiaka Ouédraogo,Right
Mauricio Pereyra,Right
Salim Khelifi,Right
Toni Leistner,Right
Dejan Janjatovic~Dejan Janjatovic,Right
Bryan Cristante,Right
Alessandro Budel,Left
Glenn Claes,Left
Andre Weis~André Weis,Right
Kai Heerings,Left
Edin Visca~Edin Višca,Left
Sebastien Haller~Sébastien Haller,Right
Cheick Diarra,Right
Cristian Garcia~Cristian García,Right
Willard Katsande,Right
Lionel Zouma,Right
Ivan~Iván,Right
Alan Sheehan,Left
Mario Sampirisi,Right
Carlos Labrin~Carlos Labrín,Right
Andrew Wenger,Right
Edwin Retamoso,Right
Jose Perez~José Pérez,Right
Candido Ramirez~Cándido Ramírez,Left
Jordan Lukaku,Left
Viktor Claesson,Right
Simon Tibbling,Right
Hernan Pertuz~Hernán Pertuz,Right
Rory Donnelly,Right
Mart Lieder,Right
Thibaut Vion,Right
Mateusz Mak,Right
Tomas Rogic~Tomas Rogic,Left
Michiel Hemmen,Right
Nuno Lopes,Right
Sergi Samper,Right
Joeri de Kamps,Left
Dmitriy Verkhovtsov,Right
Pierre-Yves Polomat,Left
Robin Quaison,Right
Marlon de Jesus~Marlon de Jesús,Right
Frederic Brillant~Frédéric Brillant,Right
Carlos Salcido,Right
Christopher Jullien,Right
Lucas Vazquez~Lucas Vázquez,Right
Joris Marveaux,Right
Juan Pablo Rodriguez~Juan Pablo Rodríguez,Right
Andreas Hofmann,Right
Mickey van der Hart,Left
Jonas Heymans,Left
Frederic Bong~Frédéric Bong,Right
Khalid Al Ghamdi,Right
Khaled Al Zylaeei,Right
Mande Sayouba~Mandé Sayouba,Right
Ahmed Al Kassar,Right
Bard Finne~Bård Finne,Right
Jean-Marie Dongou Tsafack,Right
Rochdi Achenteh,Left
Mouez Hassen,Right
Bader Al Nakhli,Right
Rabeaa Sefiani,Right
Shadi Abu Hash'hash,Right
Alberto Masi,Right
Stefano Magnasco,Right
Chris David,Left
Koray Altinay,Right
Leiton Jimenez~Leiton Jiménez,Right
Siebe Schrijvers,Right
Luis Alberto Sanchez~Luis Alberto Sánchez,Right
Brilliant Khuzwayo,Right
Bjorn Jopek~Björn Jopek,Left
Benedikt Saller,Right
Hany Mukhtar,Right
Kamel Al Mor,Right
Derik,Right
Marin Tomasov,Left
Denis Linsmayer,Left
Hendrick Zuck,Left
Ibrahima Mbaye,Right
Alberto Brignoli,Left
Souleymane Doukara,Right
Gege~Gegé,Right
Abdulaziz Al Jebreen,Right
Pape Paye,Right
Marc Stendera,Right
Ahmed Hegazy,Right
Niko Gießelmann,Left
Abdulah Al Mutairi,Right
John McGinn,Left
Facundo Erpen,Right
Frank Bagnack,Right
Callum McGregor,Left
Frederico Venancio~Frederico Venâncio,Right
Valentino Lazaro,Right
Dorca,Left
Dominique Pandor,Right
Fabrice Olinga,Right
Corentin Jean,Right
Smail Morabit,Right
Florian Niederlechner,Left
Victor Perales~Víctor Perales,Left
Mustafa Basas,Right
Chris Klute,Right
Nikola Storm,Right
Takuya Murayama,Right
Maxime Chanot,Right
Marcos Lopes,Left
Erik Hurtado,Right
Jimmy Cabot,Right
Tomi Juric~Tomi Juric,Right
Gregoire Puel~Grégoire Puel,Right
Igor Berezovskyi,Right
Clint Irwin,Right
Daniel Frahn,Right
Juan Cornejo,Left
Cristian Canuhe~Cristián Canuhé,Left
Diego Vallejos,Right
Tiago Caeiro,Right
Adama,Right
Lucas Giovini,Right
Jose Antonio Rojas~José Antonio Rojas,Right
Emanuel Croce,Right
Rafael Caroca,Right
Michael Rangel,Right
Daniel Briceno~Daniel Briceño,Right
Yonni Hinestroza,Right
Mauricio Cuero,Right
Dahwling Leudo,Right
Jose Huber Escobar~Jose Húber Escobar,Right
Jeremy Toljan,Right
Leandro Barrera,Left
Jorge Ampuero,Right
Matias Navarrete~Matías Navarrete,Right
Joao Afonso~João Afonso,Right
Fares Bahlouli~Farès Bahlouli,Right
Diego Rojas,Left
Matias Jadue~Matías Jadue,Right
Jean-Philippe Gbamin,Right
Jorge Moraga,Right
Juan Ignacio Sills,Right
Franco Razzotti,Right
Adrien Hunou,Right
Ibrahima Seck,Right
Bruno Pires,Right
Wout Droste,Right
Martijn Barto,Left
Lucas Bijker,Left
Filipe Ferreira,Left
Jean-Claude Bozga,Right
Florian Martin,Left
Carlos Strandberg,Left
Alexis Machuca,Right
Armando Izzo,Right
Cican Stankovic,Right
Joost van Aken,Left
Joni Kauko,Right
Danilo Soares,Left
Emmanuel Garcia~Emmanuel García,Right
Pieter Gerkens,Right
Stefan Kutschke,Right
Javier Guemez~Javier Güemez,Right
Wang Shangyuan,Right
Bryan Vejar,Left
Asdrubal~Asdrúbal,Right
Helibelton Palacios,Right
Jherson Vergara,Right
Luis Garrido,Right
Sergio Pellissier,Right
Kiu,Left
Naser Aliji,Left
Hans Hateboer,Right
Martin Milec,Right
Jaume,Right
Ryu Seung Woo,Right
Tesho Akindele,Right
Ethem Ercan Pulgir~Ethem Ercan Pülgir,Right
Stipe Bacelic-Grgic~Stipe Bacelic-Grgic,Right
Andreas Bouchalakis,Left
Robert Muric~Robert Muric,Left
Rodrigo Aguirre,Left
Mauricio Carrasco,Right
Andres Vilches~Andrés Vilches,Right
Hiroki Yamada,Right
Guilherme Sitya~Guilherme Sityá,Left
Luca Anania,Right
Henri Bienvenu,Right
Seb Hines,Right
Frank Nouble,Right
Adam Forshaw,Right
Antonio Mazzotta,Left
Rafael Dias~Rafaël Dias,Right
Ryan Tunnicliffe,Right
Yanic Wildschut,Right
Patrick Bamford,Left
Juan Carlos Medina,Right
Michael Keane,Right
Michael Frey,Right
Thomas Kristensen,Right
Lucas Elias Ontivero~Lucas Elías Ontivero,Left
Aaron Wilbraham,Right
Espen Hoff,Right
Filipe Anunciacao~Filipe Anunciação,Right
Jamie McCombe,Right
Chris Weale,Left
Joao Pedro~João Pedro,Right
Christian Keller,Right
Daniel Gygax,Right
Eugene Ekobo~Eugène Ekobo,Right
Nagore,Right
Frode Kippe,Left
Patrik Ingelsten,Right
Ronnie Schwartz,Right
Henrik Hansen,Right
Tommy Bechmann,Right
Davy Arnaud,Right
Kamil Kuzera,Right
Martin Amedick,Right
Stefan Kulovits,Right
Ben Chorley,Right
Lars Hirschfeld,Right
Lewis Price,Right
Marcus Hahnemann,Right
Andreas Gorlitz~Andreas Görlitz,Right
Florian Jarjat,Left
Cesar Caneda~César Caneda,Left
Marco Wolfli~Marco Wölfli,Left
Lee Miller,Right
Robert Earnshaw,Right
Jermaine Easter,Right
Simon Lappin,Left
Martin Bergvold,Left
Doga Kaya~Doga Kaya,Right
Ayoze,Left
Hyun Young Min,Right
Walter Bressan,Right
Marcello Cottafava,Right
Lionel Cappone,Right
Oliver Schroder~Oliver Schröder,Right
Roman Kienast,Right
Jack Jewsbury,Right
Todd Dunivant,Left
Alain Schultz,Right
Alberto Aguilar,Right
Luigi Glombard,Right
Robbert Schilder,Left
Ben Williams,Right
Dean Brill,Right
Julien Viale,Right
Marc Pfertzel,Right
Leandro Augusto,Left
Alberto Medina,Right
Ian Evatt,Right
Norman Theuerkauf,Left
Karim Djellabi,Left
Neill Collins,Right
Luca Mazzoni,Right
Jordon Mutch,Right
Søren Christensen,Right
Cristian Munoz~Cristian Muñoz,Right
Luciano Vella,Right
Kaya Tarakci,Right
Eren Albayrak,Left
Abdurrahman Dereli,Right
Jon Inge Høiland,Right
Marcus Sahlman,Right
Miguel Llera,Left
Bustos,Right
Alexey Rebko,Left
Edgaras Cesnauskis,Left
Bartosz Slusarski~Bartosz Slusarski,Left
Mariusz Pawelek,Right
Martin Wiig,Right
Alex Cordaz,Left
Carl Valeri,Right
Johan Absalonsen,Left
Kevin Geudens,Left
George Elokobi,Left
Timor,Left
Felipe Saad,Left
Troy Perkins,Right
Stuart Nelson,Right
Alexandr Erokhin,Right
Rob Jones,Left
Rob Friend,Right
Kang Min Soo,Right
Hwang Ji Soo,Right
Kim Seung Yong,Right
Marvin Bakalorz,Right
Christian Gratzei,Right
Adrian Madaschi,Left
Gary MacKenzie,Right
Will Hoskins,Right
Richard Wood,Left
Antonio Olvera,Left
Ivan Vazquez~Iván Vázquez,Right
Rick Kruys,Right
David Norris,Right
Juan Carlos de la Barrera,Right
Olivier Werner,Right
Luis Ricardo Esqueda,Left
Aurelien Montaroup~Aurélien Montaroup,Left
Giuseppe Rossini,Right
Soren Pirson~Sören Pirson,Left
Angelo Rea,Right
Luca Ceccarelli,Right
Nuno Piloto,Right
Ricardo Batista,Right
Nicolas Fauvergue,Right
Roberto Colombo,Right
Diego Gomez~Diego Gómez,Right
Ciro Polito,Right
Robert Harris,Left
Andreu,Right
Scott Wiseman,Right
Seweryn Gancarczyk,Left
Alisher Dzhalilov,Left
Ruslan Nakhushev,Left
Joan Hartock,Right
Justin Hoyte,Right
Christian Martinez~Christian Martínez,Right
Sebastian Penco,Right
Lasse Heinze,Right
Matthew Bates,Right
Kelvin Langmead,Right
Erwan Quintin,Left
Ben Alnwick,Right
Chris Brown,Right
Thabo Matlaba,Left
Sebastian Perez~Sebastián Pérez,Right
Mathieu Lafon,Right
Robert Almer,Left
James O'Connor,Right
Marcelo Goiano,Right
Alan Gordon,Right
Gonzalo Segares,Left
Heath Pearce,Left
Paddy Madden,Right
Paulo Nagamura,Right
Bartosz Iwan,Right
Richard Ortiz,Left
Nick Powell,Right
Mateusz Bak~Mateusz Bak,Right
Espen Børufsen,Left
Yang Dong Hyen,Right
Lee Won Young,Right
Shpetim Hasani~Shpëtim Hasani,Right
Zach Scott,Right
Kari Arnason~Kári Árnason,Right
Steffen Hagen,Right
Solomon Okoronkwo,Right
Damien Perrinelle,Right
Hamad Al Montashari,Left
Goran Karanovic~Goran Karanovic,Right
Tomislav Mikulic,Left
Miguel Angel Fraga~Miguel Ángel Fraga,Right
Daniel Kearns,Right
Luis Martins~Luís Martins,Left
Calum Woods,Right
Kieran Lee,Right
Tommy Lee,Right
Gary Liddle,Right
Sam Hutchinson,Right
Martin Paterson,Right
Joel Grant,Right
Mark Little,Right
Bjorn Ruytinx,Right
Vullnet Basha,Left
Javi Moyano,Right
Espasandin~Espasandín,Left
Juan de Dios Hernandez~Juan de Dios Hernández,Right
Enrique Palos,Left
Anthony Wordsworth,Left
Jan Kristiansen,Left
Bo Storm,Left
Martin Spelmann,Right
Berat Sadik,Right
Chris Lines,Right
Giles Coke,Right
Lewin Nyatanga,Left
Jeff Hughes,Left
Paul McGowan,Right
Kyle McFadzean,Right
James Wilson,Right
Roman Gerus,Right
Jermaine Taylor,Right
Herculez Gomez,Right
Andre Marques~André Marques,Left
Hugo Monteiro,Right
Nathan Sturgis,Right
Anthony Van Loo,Right
Jacob Peterson,Right
Marvell Wynne,Right
Rafal Grodzicki,Right
Park Hee Chul,Right
Gianni Munari,Right
Andrew Crofts,Right
Nicolas Medina~Nicolás Medina,Left
Antony Robic,Right
Kamil Zayatte,Right
David Fleurival,Right
Tom Pope,Right
Dominic Oduro,Right
Alexandre Raineau,Left
Sepp De Roover,Right
Jan-Marc Riegler,Left
Manuel Junglas,Right
Jeff Larentowicz,Right
Tomasz Podgorski~Tomasz Podgórski,Right
Mike Jones,Right
Humberto Hernandez~Humberto Hernández,Right
Edy Brambila,Right
Danny Green,Right
Maxime Brillault,Right
Piotr Stawarczyk,Right
Schumacher,Left
Jean-Baptiste Pierazzi,Right
Hrvoje Cale~Hrvoje Cale,Left
Vladimir Marin~Vladimir Marín,Left
Jesus Armando Sanchez~Jesús Armando Sánchez,Right
Stephen Darby,Right
Edgar Mejia~Edgar Mejía,Right
Arnaud Sutchuin-Djoum,Right
Jordan Harvey,Left
Cesar Cortes~César Cortés,Left
Fabrizio Grillo,Right
Gianluca Musacci,Right
Andrea Paolucci,Right
Tomi,Left
Ione Cabrera,Right
Simon Church,Right
David Caiado,Right
Elliot Omozusi,Right
Saidi Ntibazonkiza,Right
Per Verner Rønning,Left
Chris Humphrey,Right
Charlie Davies,Right
Bakary Soumare~Bakary Soumaré,Right
Robbie Findley,Right
Simon Gillett,Right
Bjorn Kopplin~Björn Kopplin,Right
Isidoro,Right
Waleed Al Gizani,Right
Wes Fogden,Right
Milan Ivana,Right
Brad Knighton,Right
Nordin Gerzic,Right
Billy Celeski,Right
Imad Zatara,Right
Andreas Landgren,Right
Damien Marcq,Right
John Hutchinson,Left
Robert Cornthwaite,Right
Emil Johansson,Left
Nikita Rukavytsya,Left
Jonas Lantto,Right
Pavel Londak,Right
Kosta Barbarouses,Right
Andre Schembri~André Schembri,Right
Josta Dladla,Right
Juan Carlos Rojas,Right
Mitch Nichols,Right
Joe Mattock,Left
Adam Legzdins,Right
Samuel Bouhours,Left
Fredrik Carlsen,Right
Birkir Sævarsson,Right
Simon Tuting~Simon Tüting,Left
Kevin van Diermen,Right
Christian Ramsebner,Right
Martin Kobras,Right
Mario de Luna,Right
Alfonso Blanco,Left
Peter Orry Larsen,Right
Ali Camdali~Ali Çamdali,Right
Georg Margreitter,Right
Sebastien Dewaest,Right
Victor Hugo Hernandez~Victor Hugo Hernández,Right
Nick Blackman,Left
Flavio Santos,Right
Nejmeddin Daghfous,Right
Arnold Bouka Moutou,Left
Daniel Beichler,Right
Filip Luksik~Filip Lukšík,Left
Jan Koprivec,Right
Byron Webster,Right
Gary Woods,Right
Alexandr Novikov,Left
Luke Ayling,Right
Eric Avila,Right
Burim Kukeli,Left
Lys Gomis,Right
Jim O'Brien,Right
Pavels Steinbors~Pavels Šteinbors,Right
Luis Fernando Silva,Left
Jacob Butterfield,Right
Kristian Alvarez~Kristian Álvarez,Right
Lee Yun Pyo,Right
Antonio Gallardo,Right
Ahn Jae Joon,Right
Francisco Acuna~Francisco Acuña,Right
Kalu Gastelum~Kalú Gastelum,Right
Milan Milanovic~Milan Milanovic,Right
Juan Carlos Escobar,Right
Marcus Olsson,Left
Nemanja Rnic~Nemanja Rnic,Right
Jose Baxter~José Baxter,Right
Thomas Salamon,Left
Macedo Novaes,Right
Shin Hyung Min,Right
Edouard Butin,Right
Eren Gungor~Eren Güngör,Right
Sofiane Hanni,Left
Siphelele Mthembu,Right
Bongani Khumalo,Right
Ismaila N'Diaye~Ismaïla N'Diaye,Right
Benoit Poulain~Benoît Poulain,Right
Philippe Koch,Right
Christian Klem,Left
Jørgen Skjelvik,Left
Xavier Luissint,Right
Emilio Sanchez,Right
Atdhe Nuhiu,Right
Sascha Burchert,Right
Kevin Diaz~Kévin Diaz,Left
Vinicius Reche~Vinícius Reche,Left
Andrea Rispoli,Right
Korey Smith,Right
Abdulkadir Kayali,Right
James Wallace,Right
David Templeton,Right
Marcin Budzinski~Marcin Budzinski,Right
Edu Bedia,Left
Dieter Elsneg,Left
Jordan Clarke,Right
Wes Thomas,Right
Nile Ranger,Right
Bjorn Daniel Sverrisson~Björn Daniel Sverrisson,Left
Mathis Bolly,Right
Flamur Kastrati,Right
Matt Tubbs,Right
Sam Cronin,Right
Michael Stephens,Right
Henrik Dalsgaard,Right
Ryan Mason,Right
Ortuno~Ortuño,Right
Ante Kulusic~Ante Kulušic,Right
Etzaz Hussain,Left
Tom Adeyemi,Right
Marko Futacs~Márkó Futács,Left
Berrocal,Right
Joao Victor~João Victor,Right
Abdulrahman Al Qahtani,Left
Alireza Haghighi,Left
Kim Young Sin,Right
Lim Jong Eun,Right
Gael Acosta,Left
Emilio Orrantia,Right
Markus Thorbjornsson~Markus Thorbjörnsson,Left
Niklas Hult,Left
Antonio Briseno~Antonio Briseño,Left
Tom Soderberg~Tom Söderberg,Right
Joe Edwards,Right
Ostoja Stjepanovic,Right
Sergey Veremko,Left
Ben Marshall,Right
Gudmund Taksdal Kongshavn,Right
Luke Garbutt,Left
Philipp Huspek,Right
Michael Schulze,Right
Marvin Esor,Right
Alassane Tambe~Alassane També,Right
Matthieu Sans,Right
Milan Djuric,Right
Oscar Jimenez~Oscar Jiménez,Right
Danny Mayor,Right
Riad Nouri,Right
Assis,Right
Ross Draper,Right
Rick ten Voorde,Left
Patrick Schonfeld~Patrick Schönfeld,Right
Jop van der Linden,Left
Guillermo Madrigal,Right
Matt Doherty,Right
Thomas Schrammel,Left
Christopher Trimmel,Right
Charlton Vicento,Left
Philipp Klingmann,Right
Galan~Galán,Right
Diogo Rosado,Left
Musa Nizam,Left
Xavier Chavalerin,Left
Vlastimir Jovanovic~Vlastimir Jovanovic,Right
Santiago Trellez~Santiago Tréllez,Right
Escassi,Right
Samir Carruthers,Right
Golobart,Right
Jukka Raitala,Left
Aridane,Right
Pedro Orfila,Right
Pessalli,Right
Riccardo Pasi,Right
Sergi Enrich,Left
Dani Toribio,Left
Gregg Wylde,Left
Ivan Gonzalez~Iván González,Right
Adriano Grimaldi,Right
Ivan Velez~Iván Vélez,Right
Pedro Portocarrero,Right
Marcel Titsch-Rivero,Left
Tony Tchani,Right
Alfonso Nieto,Right
Jonathan Bond,Right
Kwesi Appiah,Right
Luis Mosquera,Right
Fernando Ferreira,Right
Eric Alexander,Right
Onwu,Right
Marcel Buchel~Marcel Büchel,Left
Onur Ayik,Right
Petar Sliskovic~Petar Sliškovic,Right
Jon Taylor,Right
Jake Jervis,Right
David Estrada,Right
Steven Beitashour,Right
Alexander Faltsetas,Right
Oliver Buff,Right
Kenneth Zohore,Left
Jonas Svensson,Right
Carles Martinez~Carles Martínez,Right
Joshimar Acosta,Right
Bailey Wright,Right
Vitor Saba~Vítor Saba,Left
Kevin Malcuit~Kévin Malcuit,Right
Dmitriy Belorukov,Right
Richard Magyar~Richárd Magyar,Right
Oswaldo Minda,Right
Viktor Prodell,Right
Anton Tinnerholm,Right
Johnny Leveron~Johnny Leverón,Left
Dejan Skolnik~Dejan Školnik,Left
Amir Abrashi,Right
Dennis Hediger,Right
Steven Paulle,Right
Lorenzo Reyes,Right
Fabian Koch,Right
Enes Saglik~Enes Saglik,Left
Willi Evseev,Left
Taulant Xhaka,Right
Dusan Cvetinovic,Right
Benjamin Sulimani,Right
Cesar Soriano,Left
Harald Pichler,Left
Gael Angoula~Gaël Angoula,Right
Benja,Right
Junior Kabananga,Left
Alfonso Parot,Left
Jens Cools,Right
Santiago Gallucci Otero,Right
Jonas Knudsen,Left
Christian Gartner,Right
John Ogu,Left
Tom Eastman,Right
Jake Forster-Caskey,Left
Roly Bonevacia,Right
Maksim Bordachev,Left
Marvin Peersman,Left
Michael Hector,Right
Stefan Ortega,Right
Mohammed Aoulad,Left
Ali Messaoud,Right
Nick Ross,Right
Tyrone Barnett,Right
Jeremy Helan~Jérémy Hélan,Left
Damir Kreilach,Right
Michael Dingsdag,Left
Karel Van Roose,Right
Jeronimo Neumann~Jerónimo Neumann,Right
Kim Won Il,Right
Lee Yong,Right
Mejias~Mejías,Right
Cyrus Christie,Right
Joao Diogo~João Diogo,Right
Richard Smallwood,Right
Kieron Freeman,Right
Jakub Slowik,Right
Mickael Le Bihan~Mickaël Le Bihan,Right
Antonio Donnarumma,Right
Maxim Grigoriev,Right
Daniel Høegh,Right
Liam Boyce,Right
Nathan Kabasele,Right
Eros Schiavon,Right
Mark Yeates,Right
Daniel Lafferty,Left
Omar Salgado,Left
Guillermo Giacomazzi,Right
Enej Jelenic~Enej Jelenic,Right
Jore Trompet,Right
Azbe Jug~Ažbe Jug,Right
Josh Williams,Right
Stephen McCarthy,Right
Joe Willis,Right
Jakob Poulsen,Right
Hector Jimenez,Right
Alex Caskey,Right
Erik Cummins,Right
Ernest Asante,Right
Daniel Offenbacher,Left
Aden Flint,Right
Matias Jones~Matías Jones,Left
Julio Gomez~Julio Gómez,Right
Ruben Sanz~Rubén Sanz,Left
Christopher Wernitznig,Right
Mans Soderqvist~Måns Söderqvist,Right
Daniel Ramirez~Daniel Ramírez,Right
Kgosi Ntlhe,Left
Jeb Brovsky,Right
Kwame Amponsah Karikari,Left
Israel Castro,Right
Sander Duits,Left
Michael O'Halloran,Right
Joe Riley,Right
Lloyd Isgrove,Right
Jim Goodwin,Right
Ismael Diomande~Ismaël Diomandé,Right
Alex Schalk,Right
Sergey Petrov,Right
Robert Jez~Róbert Jež,Right
Nuno Henrique,Right
Tomasz Brzyski,Left
Mavroudis Bougaidis,Right
Ahmad Benali,Right
Odise Roshi,Right
Koffi Djidji,Right
Yohan Betsch,Right
Alessandro Fabbro,Right
Ousseynou Cisse~Ousseynou Cissé,Left
Felix Araujo~Félix Araujo,Right
Kaja Rogulj,Right
Anass Achahbar,Left
Kenny Lala,Right
Doke Schmidt,Right
Dario Lezcano,Right
Aleksandar Trajkovski,Right
Tom Weilandt,Right
Gianmario Comi,Right
Rafael Baca,Right
Menno Koch,Right
Daryl van Mieghem,Left
Todd Kane,Right
Prince Desir Gouano~Prince Désir Gouano,Right
Wojciech Golla,Right
David Ferreiro,Right
Herman Stengel,Right
Marco Thiede,Right
Adam Henley,Right
Valerio Verre,Right
Pietro Terracciano,Right
Tiago Ferreira,Left
Dmitriy Kayumov,Right
Patric,Right
Craig Davies,Right
Simon Falette,Left
Neal Eardley,Right
David Cabrera,Left
Daniel Pudil,Left
Ethan Finlay,Right
Matthew Steenvoorden,Right
Kevin Mayi~Kévin Mayi,Right
Armin Cerimagic~Armin Cerimagic,Left
Andrew Jean-Baptiste,Right
Alexander Gonzalez~Alexander González,Right
Judikael Magique,Right
Oleksandr Shevelyukhin,Left
Thomas Lam,Right
Federico Andrada,Right
Hugo Videmont~Hugo Vidémont,Right
Leandro Becerra,Left
Bae Il Hwan,Right
Konstantin Vassiljev,Right
Christian Dobnik,Right
Manuel Kerhe,Right
Zlatan Alomerovic,Right
Quentin Bernard,Left
Simon Hebras~Simon Hébras,Right
Hussein Sulaimani,Left
Mahmut Temur~Mahmut Temür,Right
Farid Cheklam,Right
Jeroen Lumu,Left
Faiz Al Sobea,Right
Koen Van Langendonck,Right
Jordy Buijs,Right
Goran Blazevic~Goran Blaževic,Right
Anton Sekret,Right
Bart van Hintum,Left
Mateusz Matras,Right
Adam Fraczczak~Adam Fraczczak,Right
Hadi Sacko,Right
Abdullah Al Auichir,Right
Hassan Muath,Right
Joris van Overeem,Right
Mohsen Al Eisa,Right
Filip Malbasic,Left
Misfer Al Bishi,Right
Kristoffer Peterson,Right
Albert Rusnak~Albert Rusnák,Right
Kristijan Dobras,Right
Alexandr Belozerov,Right
Marcel Halstenberg,Left
Nasser Chamed,Right
Thanos Petsos,Right
Abdullah Alsdairy,Right
Marco Fossati,Right
Bruninho,Left
Adam Pazio,Right
Biagio Meccariello,Right
Lucas Woudenberg,Left
Pinillos,Left
Luis Lorona~Luis Loroña,Right
Thamsanqa Gabuza,Right
Caolan Lavery,Right
Luke Brattan,Right
Josip Radosevic~Josip Radoševic,Right
Chris Johnston,Left
Tim Gohlert~Tim Göhlert,Right
Neal Maupay,Right
Wellington Lima,Left
Joan Oumari,Left
Cristian Gomez~Cristian Gómez,Left
Rani Khedira,Right
Harrison Henao,Left
Riechedly Bazoer,Right
Lee Seok Hyun,Right
Mario Osuna,Right
Danny Bakker,Left
Greg Houla,Right
Carlos Alvarez,Right
Jon Daði Boðvarsson~Jón Daði Böðvarsson,Right
George Tucudean~George ?ucudean,Right
Jonathan Ring,Left
Pawel Dawidowicz,Right
Jonathan Osorio,Right
Stephen Buyl,Right
Jacob Une Larsson,Right
Bismark Acosta,Right
Pavlo Stepanets,Right
Alex Mowatt,Left
Diego Rodriguez~Diego Rodríguez,Right
Jefferson Lerma,Right
Yordy Reyna,Right
Ever Cantero~Éver Cantero,Right
Mariano Torres,Left
Sebastian Montesinos~Sebastián Montesinos,Right
Jonathan Cisternas,Right
Osman Huerta~Osmán Huerta,Left
Gerson Martinez~Gerson Martínez,Right
Ivan Rivas~Iván Rivas,Right
Dager Palacios,Right
Paulo Magalhaes~Paulo Magalhães,Right
Nicolas Palacios~Nicolás Palacios,Right
Rodrigo Gattas~Rodrigo Gattás,Right
Leonardo Povea,Right
Andres Robles~Andrés Robles,Right
Gonzalo Sepulveda~Gonzalo Sepúlveda,Right
Mohammed Qasim,Left
Gabriel Valles~Gabriel Vallés,Right
Mohamed Fatau,Right
Patricio Troncoso,Right
Nicolas Ortiz~Nicolás Ortiz,Left
Jonathan Rebolledo,Left
Misael Davila~Misael Dávila,Left
Erik Godoy,Right
Enzo Beloso,Right
Nii Plange,Right
Jakub Wojcicki~Jakub Wójcicki,Right
Youssouf Sabaly,Right
Anibal Carvallo~Aníbal Carvallo,Left
Mariano Arini,Right
Tadej Trdina,Left
Bart Vriends,Right
Mitch Apau,Right
Emmanuel Gil,Right
Yarouba Cissako,Right
Javier Abella,Right
Paul Arriola,Right
Fabio Sturgeon~Fábio Sturgeon,Left
Sebastian Silva~Sebastián Silva,Right
Pedro Coronas,Right
Juan Eduardo Fuentes,Right
Christian Bravo,Right
Emiliano Ellacopulos~Emiliano Ellacópulos,Left
Facundo Cardozo,Left
Souleymane Sawadogo,Right
Jordan Amavi,Left
Corentin Tolisso,Right
Mahmoud Kahraba,Right
Luca Rizzo,Right
Claude Goncalves~Claude Gonçalves,Right
Hamari Traore~Hamari Traoré,Right
Fanendo Adi,Right
Cotan~Cotán,Right
Bruno Nazario,Left
Antonio Sanabria,Right
Jason Denayer,Right
Ivan Bukenya,Right
Pedro Ramirez~Pedro Ramírez,Right
Jairo Riedewald~Jaïro Riedewald,Left
Thanasis Karagounis,Right
Eero Markkanen,Left
Rick Dekker,Right
Wilfried Kanon,Left
Kasper Fisker,Left
Joseph Minala,Right
Sebastian Griesbeck,Right
Rick Karsdorp,Right
Jeffrey Fortes,Right
Abdulaziz Demircan,Right
Necati Yilmaz,Right
Mads Justesen,Right
Emil Berggren,Right
Maxime Spano,Right
Mikel Arguinarena,Right
Pierre Bourdin,Left
Calvin Mac-Intosh,Right
Sergio Rochet,Right
Erkan Kas~Erkan Kas,Left
Tom van Weert,Right
Peter Leeuwenburgh,Right
Srdjan Grahovac,Right
Philipp Schobesberger,Right
Djordje Djikanovic,Right
Adam Marusic~Adam Marušic,Right
Aleksandar Damcevski~Aleksandar Damcevski,Left
Leandro,Right
