SearchName,PreferredFoot
Goncalo Guedes~Gonçalo Guedes,Right
Antony Kay,Right
Maselaelo Seanego,Left
Yohann Riviere~Yohann Rivière,Left
Lee Sang Ho,Right
Jung Hoon,Right
Camillo Ciano,Left
Martin Angha,Right
Ayub Timbe Masika,Right
Ezekiel Fryers,Left
Kenneth Høie,Left
Filippo Porcari,Right
Gunnar Nielsen,Right
Michael McGovern,Right
Yannis Mbombo,Right
Caner Osmanpasa~Caner Osmanpasa,Right
Tyler Deric,Right
Egor Tarakanov,Right
Peter Luccin,Right
Luke Chadwick,Right
Roman Wallner,Right
Joel Lynch,Left
David Connolly,Right
Adam Lockwood,Right
Kevin Davies,Right
Barry Roche,Right
Steve Simonsen,Right
Tim Cornelisse,Right
Peter Jehle,Right
Lee McCulloch,Right
Erlend Hanstveit,Left
Patricio Araujo,Right
Jerry Lucena,Right
Bobby Convey,Left
Kevin Vandenbergh,Right
Joachim Standfest,Right
Gabriel Petrovic,Right
Morten Morisbak Skjønsberg,Right
Adam Chambers,Right
James Chambers,Right
Philipp Degen,Right
Jason Koumas,Right
Jamie Ashdown,Left
Shaun Derry,Right
Stephen Bywater,Right
Tommaso Berni,Right
Frederik Boi,Right
Sascha Kirschstein,Right
Alessandro Frara,Right
Jhon Viafara~Jhon Viáfara,Right
Michael Doyle,Left
Anders Østli,Right
Piotr Brozek~Piotr Brozek,Left
Benjamin Genton,Right
Alexandre Alphonse,Right
Arnaud Balijon,Right
Fousseni Diawara,Right
Rodolphe Roche,Right
Lee Williamson,Right
Tristan Lahaye,Right
Kristian Haynes,Right
Jimmy Hempte,Left
Philipp Heerwagen,Right
Ergun Teber~Ergün Teber,Left
Merter Yuce~Merter Yüce,Right
Casper Ankergren,Right
Robbie Haemhouts,Left
Kwon Jeong Hyuk,Right
Brian Carroll,Right
Paul Jones,Right
Shalrie Joseph,Right
Dean Leacock,Right
Sven Luscher~Sven Lüscher,Right
Daniel Nardiello,Right
Salvatore Masiello,Left
Tomas Danilevicius~Tomas Danilevicius,Right
Hector Reynoso~Héctor Reynoso,Right
Isaac Romo,Left
Davide Calla~Davide Callà,Right
Tom Kennedy,Left
Jonathan Stead,Right
Gary Jones,Right
Hong Soon Hak,Right
Cesar Lozano~César Lozano,Right
Michael Bostwick,Right
Morten Berre,Right
Andy Robinson,Right
Dennis Flinta,Right
Zamora,Right
Sinan Kaloglu~Sinan Kaloglu,Right
Martin Baran,Right
Luciano Fabian Monzon~Luciano Fabián Monzón,Left
David Zibung,Right
Genseric Kusunga~Genséric Kusunga,Right
Sedat Agcay~Sedat Agçay,Right
Guzman~Guzmán,Right
Ion Velez~Ion Vélez,Right
Ripa,Left
Vladimir Khozin,Right
Pavel Solomatin,Right
Mladen Kascelan~Mladen Kašcelan,Right
Arkadiusz Malarz,Right
Henning Hauger,Right
Sebastian Szalachowski,Right
Gianluca Comotto,Right
Benedikt Pliquett,Right
Sekou Baradji~Sékou Baradji,Left
Mikkel Beckmann,Right
Jeffrey Rentmeister,Right
Mattias Mostrom~Mattias Moström,Right
Gabriel Zakuani,Right
Alexander Mathisen,Right
Jamie Cureton,Right
Andreas Eriksson,Right
Paul Keegan,Right
Gary Dicker,Right
Rafal Kosznik,Left
Jack Smith,Right
Pawel Sobolewski,Left
Krzysztof Kotorowski,Right
Sammy Clingan,Right
Eddy Bosnar,Left
Ronald Gercaliu,Left
Hernani,Right
Bartosz Bialkowski,Right
Andy Dorman,Right
Horacio Cervantes,Right
Adam El-Abd,Right
Charles Diers,Right
Sergio Santana,Right
Gato,Right
Michael Cordier~Michaël Cordier,Right
Elsad Zverotic~Elsad Zverotic,Right
Rodolph Austin,Right
Aksel Berget Skjølsvik,Left
Manuel Coppola,Right
Joao Dias~João Dias,Right
Michael Stegmayer,Left
Niklas Hoheneder,Right
Magnus Okuonghae,Right
Mat Sadler,Left
Kevan Hurst,Right
Michael Thwaite,Right
Marcus Williams,Left
Carl Dickinson,Left
Biel Ribas,Right
Isaac Osbourne,Right
Ryan Clarke,Left
Mark Roberts,Right
Tony Craig,Left
Andrea Cristiano,Right
Michele Troiano,Left
Lee Croft,Right
Oriol,Right
Tony McMahon,Right
Danny O'Rourke,Right
Dan Gargan,Right
James Riley,Right
Jason Hernandez,Right
Zsolt Laczko~Zsolt Laczkó,Left
Rui Sacramento,Right
Milos Dimitrijevic~Miloš Dimitrijevic,Right
Jay O'Shea,Right
Josh Lillis,Right
Wojciech Kedziora~Wojciech Kedziora,Right
Braulio,Right
Fatih Ozturk~Fatih Öztürk,Right
Ben Pringle,Left
Nicky Adams,Right
Josip Tadic~Josip Tadic,Right
Ludovic Buysens,Right
Chhunly Pagenburg,Right
Jamie Hamill,Right
Cameron Bell,Right
Grilo,Left
Danny Grainger,Left
Thorsten Stuckmann,Right
Andy Taylor,Left
Rostyn Griffiths,Right
Frank Fielding,Right
Jaroslaw Fojut,Right
Jonathan Grounds,Left
Peter Hartley,Left
Scott Laird,Left
Luke Summerfield,Right
Theo Robinson,Right
Magne Simonsen,Right
Shaun MacDonald,Right
Alex Ortiz,Left
Jorn Vermeulen,Right
Jessy Moulin,Right
Mads Toppel,Right
Toumani Diagouraga,Right
Nicky Riley,Right
Karim Belhocine,Right
Kenny Steppe,Right
Patrick Ianni,Right
Marc Burch,Left
Wouter Corstjens,Left
Tyson Wahl,Left
Mehdi Ballouchy,Right
Stephen Keel,Right
John Jairo Mosquera,Right
Emin Nouri,Right
Massamba Sambou,Right
Edgar Solis~Edgar Solís,Left
Pape Pate Diouf~Pape Paté Diouf,Right
Djibril Konate~Djibril Konaté,Right
Dean Furman,Right
Craig Alcock,Right
Filipe Morais,Right
Pablo Caceres~Pablo Cáceres,Left
Gabriel Ozkan~Gabriel Özkan,Right
David Da Costa,Right
Jacques Salze,Right
Jose Daniel Guerrero~José Daniel Guerrero,Right
Gregory Bettiol~Grégory Bettiol,Right
Bobby Olejnik,Right
Kamani Hill,Right
David Worrall,Right
Jesper Juelsgard~Jesper Juelsgård,Left
Michael Harrington,Left
Nick LaBrocca,Right
Reuben Reid,Right
Pedro Correia,Right
Bobby Burling,Right
Massimo Murdocca,Right
Adrian Leijer,Right
Andrew Durante,Right
Rhys Murphy,Right
Corey Ashe,Left
Leigh Broxham,Right
Michael Almeback~Michael Almebäck,Right
Philip Haglund,Right
David Elm,Left
Marcin Komorowski,Left
Ruslan Adzhindzhal,Right
Danny Vukovic,Right
Shaun Batt,Right
Richard O'Donnell,Left
Nana Attakora,Right
Alfie Potter,Right
Kelvin Etuhu,Right
Shaleum Logan,Right
Pal Andre Helland~Pål André Helland,Left
Victor Diaz~Víctor Díaz,Right
Sreten Sretenovic,Right
Rihairo Meulens,Right
Arne Feick,Left
Michael Zullo,Left
Mark Howard,Right
Ima Faneva Andriatsima,Right
Francesco Migliore,Left
Damien Plessis,Left
Ricardo Santos,Right
Matthieu Dreyer,Right
Guillaume Francois~Guillaume François,Right
Leroy Labylle,Left
Alain Wiss,Right
Jean-Yves M'voto,Right
Jan Lecjaks,Left
Christian Perez~Christian Pérez,Right
Liborio Sanchez~Liborio Sánchez,Right
Silvio,Right
Victor Omar Manon~Víctor Omar Mañón,Right
Gary Madine,Right
Matt Green,Right
Miguel Angel Centeno~Miguel Ángel Centeno,Right
Ricky van Haaren,Right
Deniz Kadah,Right
Nicklas Barkroth~Nicklas Bärkroth,Right
Adrian Lopez~Adrián López,Right
Ryan Flynn,Right
Jimmy Ryan,Right
Craig Eastmond,Right
Oscar Vera,Left
Adem Guven~Adem Güven,Right
Amidu Salifu,Right
Wilfried Domoraud,Left
Ruyman~Ruymán,Left
Christian Landu Landu,Right
Patrick Nyarko,Right
Adam Barton,Right
Scott Wagstaff,Right
Daniele Ragatzu,Right
David Horst,Right
Peter van Ooijen,Right
Alexis Enam Mendomo,Right
Andres Lamas~Andrés Lamas,Left
Jarno Molenberghs,Right
Wilfried Moimbe~Wilfried Moimbé,Left
Lars Krogh Gerson,Right
Lee Seung Yeoul,Right
Lee Kyu Ro,Right
Park Tae Min,Right
Adlan Katsaev,Right
Zaur Sadaev,Right
Caleb Patterson-Sewell,Right
Yannis Tafer,Left
Ze Eduardo~Zé Eduardo,Right
Daniel Seaborne,Left
Abdoul Karim Yoda,Left
Dries Wuytens,Right
Louis Clement Ngwat-Mahop~Louis Clément Ngwat-Mahop,Right
Gaetan Belaud~Gaëtan Belaud,Right
Mariusz Przybylski,Right
Michal Buchalik,Right
Alex Cisak,Right
Adam Chicksen,Left
Jasmin Sudic~Jasmin Sudic,Right
Gianluca Litteri,Right
Jonathan Rowell,Right
Radek Dejmek,Right
Alcala~Alcalá,Right
Joey Godee~Joey Godée,Right
Csaba Horvath~Csaba Horváth,Right
Arnor Smarason~Arnór Smárason,Right
Troy Archibald-Henville,Right
Oscar Gobern,Left
Quique,Right
Igor Martinez~Igor Martínez,Right
Ole Soderberg~Ole Söderberg,Left
Marco Mathys,Right
Sanna Nyassi,Right
Andrey Semenov,Right
Hope Akpan,Right
Tristan Bowen,Right
Mateusz Cetnarski,Right
Kevin Alston,Right
Adis Husidic~Adis Hušidic,Right
Yoann Andreu,Right
Danijel Aleksic~Danijel Aleksic,Left
Riccardo Brosco,Right
Gaston Sauro~Gastón Sauro,Right
Danny Cruz,Right
Yaser Kasim,Right
Manasse Enza-Yamissi~Manassé Enza-Yamissi,Left
Marc Hornschuh,Right
Darrius Barnes,Right
Pieterjan Monteyne,Left
Lovel Palmer,Right
Marcus Sandberg,Right
Mateusz Machaj,Right
Daniel Schulz,Left
Grant McCann,Left
Abdullah Al Zori,Left
Lim Sang Hyup,Right
Jung Hyuk,Right
Kim Hyun Sung,Left
Kim Min Kyun,Right
Majed Al Amri,Right
Martin Zuniga~Martín Zúñiga,Right
Saul Villalobos~Saúl Villalobos,Left
Pascal Berenguer,Right
Erik Friberg,Right
Dominic Chatto,Right
Aaron McCarey,Right
Jordy Deckers,Right
Soufiane Bidaoui,Right
Paul Downing,Right
Dilly Duka,Right
Mohammed Abubakari,Right
Artur Ionita~Artur Ionita,Right
Damien Le Tallec,Right
Igor Picusciac~Igor Picusciac,Right
Ruper~Rúper,Right
Osama Malik,Right
Othoniel Arce,Left
Grzegorz Kuswik~Grzegorz Kuswik,Right
Vladislav Ryzhkov,Right
Marvin Zeegelaar,Left
Ash Taylor,Right
Anthony Goncalves~Anthony Gonçalves,Right
Adama Traore~Adama Traoré,Left
Filip Kurto,Right
Saer Sene~Saër Sène,Left
Lee Hodson,Right
Hanno Behrens,Right
James Hanson,Left
Fraser Fyvie,Right
Nilson,Right
Sidnei,Left
Ovidy Karuru,Right
Marc Vidal,Right
Etien Velikonja,Left
Nils Miatke,Left
Will Grigg,Right
Leozinho,Left
Simon Moore,Right
Diego Garcia~Diego García,Right
Eldin Hadzic~Eldin Hadžic,Right
Izunna Arnest Uzochukwu,Right
Romain Grange,Right
Jakob Ahlmann,Left
Thomas Bosmel,Right
Antonio Filipe~António Filipe,Right
Nathaniel Mendez-Laing,Right
Mate Dugandzic~Mate Dugandžic,Right
Mickael Gaffoor~Mickaël Gaffoor,Right
Ali Abbas,Left
Sandro Wieser,Left
Radoslaw Sobolewski,Right
Maxime Bourgeois,Right
Mohamed El-Gabas,Right
Ahmed Al Mousa,Right
Panajotis Dimitriadis,Right
Corben Bone,Left
Pietro De Giorgio,Left
Fofo,Right
Sam Morsy,Right
Ben Zemanski,Right
Boadu Maxwell Acosty,Right
Guerrero,Right
Jake Taylor,Right
Raul Garcia~Raul García,Left
Mads Hvilsom,Right
Greg Garza,Left
Tor Arne Andreassen,Left
Eirik Vespestad Mæland,Right
Dominick Drexler,Right
Stefano Pettinari,Right
Kristoffer Barmen,Right
Fredrik Oldrup Jensen,Right
Pierre Bouby,Left
Sergiu Suciu,Right
Roland Gigolaev,Right
Marnix Kolder,Left
Laurens Paulussen,Right
Andy Drury,Right
Henrik Gustavsson,Right
Bryan Dabo,Right
Kim Tae Hwan,Right
Mathias Wittek,Right
Nicolas Schindelholz,Right
Michael Gregoritsch,Left
Nick Proschwitz,Right
Daniele Corti,Right
Wilfred Chinoye Osuji,Right
Alexandre Letellier,Right
Ugonna Anyora,Right
Bernhard Janeczek,Right
Angel Sepulveda~Angel Sepúlveda,Right
Ayoub Sørensen,Right
Anders Christiansen,Right
Ryan Allsop,Right
Bruno Martignoni,Right
Joachim Van Damme,Left
Milos Kosanovic~Miloš Kosanovic,Left
Michael Esser,Right
Jean Carlos Solorzano~Jean Carlos Solórzano,Right
Vitus Eicher,Left
Shota Bibilov,Right
Sam Walker,Right
Kang Soo Il,Right
Hwang Do Yeon,Left
Lee Kyung Ryul,Right
Jeffrey Schlupp,Left
Okan Alkan,Right
Gael Bigirimana,Right
Julio Alves~Júlio Alves,Right
Harry Novillo,Right
Josh Carson,Left
Kagan Soylemezgiller~Kagan Söylemezgiller,Right
Philip Roberts,Right
Marcin Kalkowski,Right
Thibault Moulin,Right
Manu Molina,Right
Campabadal,Right
Uffe Bech,Left
Noe Dussenne~Noë Dussenne,Right
Blair Adams,Left
Nicky Ajose,Right
Erdin Demir,Left
Conor Coady,Right
Marvin Knoll,Left
Cristobal,Right
Lucky Lekgwathi,Right
Abdulrahman Khalili,Right
Jalil Anibaba,Right
George Long,Left
Dimitri Petratos,Right
A.J. Soares,Right
Kim Dong Sub,Right
Kim Eun Sun,Right
Callum Reilly,Left
Loic Puyo~Loïc Puyo,Left
Aslan Dudiev,Right
Ko Moo Yul,Right
Damian Martinez,Right
Reece Wabara,Right
Mamadou Danso,Right
David Destorme,Right
Ian Harte,Left
Zachary Anderson,Right
Jakub Sokolik,Right
Elliott Hewitt,Right
Marcin Pietrowski,Right
Joe Bryan,Left
Tobias Kainz,Right
Duwayne Kerr,Right
Adnan Zahirovic~Adnan Zahirovic,Right
Mirko Bigazzi,Right
Juanito,Right
David Schloffer,Right
Alvarinho,Left
Andrea Raimondi,Right
Mehmet Akyuz~Mehmet Akyüz,Right
Dennis Kempe,Left
Alexander Bittroff,Right
Mikel Iribas,Right
Alex Barrera~Álex Barrera,Right
Dominic Peitz,Left
Damian Chmiel,Right
Benjamin Boulenger,Left
Aleksandar Todorovski,Right
Pak Kwang Ryong,Right
Rory McKenzie,Right
Marcel Essombe~Marcel Essombé,Right
Kwon Soon Hyung,Right
Michael Smith,Right
Koray Gunter~Koray Günter,Right
Joe Ralls,Left
Will Packwood,Right
Lee Jong Won,Left
Samed Yesil,Right
Jeroen Tesselaar,Left
Ryan Williams,Right
Jeon Sung Chan,Right
Filip Kiss,Right
Choi Young Jun,Right
Paulo Gazzaniga,Right
Cristian Ramirez~Cristian Ramírez,Left
Herolind Shala,Left
Nicolas,Right
Luka Krajnc,Left
Michael Chacon~Michael Chacón,Right
Teji Savanier~Téji Savanier,Right
Raffaele Pucino,Right
Krzysztof Baran,Right
Dani Sotres,Right
Adama Ba,Right
Isaac Kiese Thelin,Right
Antonio Ferreira~António Ferreira,Right
Yunis Abdelhamid,Left
Tristan Dingome~Tristan Dingomé,Left
Marius Høibraten~Marius Høibråten,Left
Mikael Ishak,Right
Rueda,Right
Billy Schuler,Right
Ruben Kristiansen,Left
Ahmed Issa Koro Kone~Ahmed Issa Koro Koné,Right
Johan Blomberg,Right
Mikael Boman,Right
Tony Cascio,Right
Warren Creavalle,Right
John Lozano,Right
Jon Daly,Right
Emil Krafth,Right
Tommy Meyer,Right
Raymon Gaddis,Right
Luis Gustavo~Luís Gustavo,Left
Amorim,Right
Michal Mak,Right
Carlos Rodriguez~Carlos Rodríguez,Left
Karl-Heinz Lappe,Right
Edisson Jordanov,Right
Mohamed Coulibaly,Right
Yoell van Nieff~Yoëll van Nieff,Left
Andreas Blomqvist,Right
Simon Andreas Larsen,Right
Baptiste Schmisser,Right
Tom Pettersson,Left
Sebastien Locigno~Sébastien Locigno,Right
Josecarlos Van Rankin,Right
Jens Jurn Streutker,Right
Andy Rose,Right
Raheem Adowele Lawal,Right
Nicholas Fitzgerald,Right
Jurgen Mossmer~Jürgen Mössmer,Right
Thorsten Schulz,Right
Wouter Marinus,Right
Fabien Boyer,Right
Mustafa Durak,Right
Shaye Sharahili,Left
Saud Hmood,Right
Mohammed Al Qarni,Right
Jim-Patrick Muller~Jim-Patrick Müller,Right
Tamim Al Dosari,Left
Sebastian Holmen~Sebastian Holmén,Right
Awdh Khamis,Right
Boy de Jong,Right
Enrico Valentini,Right
Dzengis Cavusevic~Džengis Cavuševic,Right
Augusto,Left
Alexander Bieler,Right
Alexander Corryn,Left
Joey Pelupessy,Right
Giovani Hernandez~Giovani Hernández,Left
Alberto Garcia~Alberto García,Right
Nathan Sinkala,Right
Georges Gope-Fenepej,Right
Richard Strebinger,Right
Tomasz Kedziora~Tomasz Kedziora,Right
Yasir Al Fahmi,Left
Chumbi,Right
Jozabed,Right
Thomas Vollnhofer,Right
Thomas Murg,Left
Ridgeciano Haps,Left
Jordan Ikoko,Right
Diamantis Chouchoumis,Left
Fabio Nunes~Fábio Nunes,Left
Dimitry Imbongo,Right
Darwin Machis~Darwin Machís,Right
Faisal Darwish,Right
Gu Bon Sang,Right
Julio Tavares,Right
Mubarak Al Asmari,Right
Birger Verstraete,Right
Ricardo Ferreira,Right
Ben Osborn,Left
Marco Piredda,Right
Ibrahim Moro,Right
Mpho Makola,Right
Sofiane Boufal,Left
Etxeberria~Etxeberría,Right
Shane O'Neill,Right
Manuel Stiefler,Right
Philipp Riese,Left
Adigun Taofeek Salami,Right
Phil Ofosu-Ayeh,Right
Dimitrij Nazarov,Left
Philip Heise,Left
Odisseas Vlachodimos,Right
Michael Vitzthum,Left
Julian Michel,Left
Daniel Luck~Daniel Lück,Right
Chris Dawson,Right
Mouhamadou-Naby Sarr,Left
Luis Rocha~Luís Rocha,Left
Joey Suk,Right
Jung Bin Park,Right
Joshua Kimmich,Right
Marian Sarr,Left
Kyle Bekker,Right
Carlos Salcedo,Right
Niels De Schutter,Right
Kofi Opare,Right
Abdulfattah Assiri,Left
Abdulrahman Al Ghamdi,Right
Diogo,Right
Lucas Sousa,Right
Marius Gersbeck,Left
Jaime Bravo,Right
Isak Ssewankambo,Right
Rodrigo Battaglia,Right
Paul Paton,Right
Miguel Sanhueza,Right
Sam Gallagher,Right
Anton Mitryushkin,Right
Ricardo Alves,Left
Andres Escobar~Andrés Escobar,Right
Bastian San Juan~Bastián San Juan,Right
Didier Moreno,Left
Jaime Grondona,Right
Anderson Zapata~Ánderson Zapata,Right
Johan Fuentes,Left
Miguel Jimenez~Miguel Jiménez,Right
Juan Carlos Espinoza,Left
Octavio Pozo,Left
Angelo Sagal,Left
Marko Biskupovic,Right
Mauricio Zenteno,Right
Scott Hogan,Right
Yann Kerboriou,Right
Aleksandar Boljevic~Aleksandar Boljevic,Left
Yohan Wachter,Right
Birama Ndoye,Right
Andrzej Witan,Right
Oebele Schokker,Left
Mart Dijkstra,Right
Lars Lambooij,Right
Yann Boe-Kane~Yann Boé-Kane,Right
Xandro Schenk,Left
Boli Bolingoli Mbombo,Left
Peter Tschernegg,Right
Stefan Nutz,Left
Kenny Tete,Right
Mark Diemers,Right
Allan Saint-Maximin,Right
Oswal Alvarez~Oswal Álvarez,Right
Yeltsin Tejeda,Right
Manuel Perez,Right
Jon Jonsson~Jon Jönsson,Right
Vitor Goncalves~Vítor Gonçalves,Right
Walter Mazzolatti,Right
Sebastian Vegas~Sebastián Vegas,Left
Michael Heinloth,Right
Christophe Diedhiou,Right
Filippo De Col,Right
Alex Soares,Right
Ermin Alic,Right
Felipe Nicolas Avenatti~Felipe Nicolás Avenatti,Left
Erick Gutierrez~Erick Gutiérrez,Left
Ahmed El Messaoudi,Right
Otto Martler,Right
Rai Vloet,Right
Andres Mosquera~Andrés Mosquera,Right
Sverrir Ingi Ingason,Right
Ahn Yong Woo,Left
Rasmus Lindkvist,Left
Lee Joo Yong,Left
Son Joon Ho,Right
Jay Fulton,Right
Julian Weigl,Right
Milos Stojanovic,Right
Tammo Harder,Left
Younes Bnou-Marzuk,Right
Orhan Ovacikli,Right
Omar Al Soma,Right
Jorge Manduca,Right
Tom,Right
Mica,Right
Nikolaos Ioannidis,Right
Hendrick Ekstein,Right
David Distefano~David Distéfano,Left
Zeki Ayvaz,Right
Thabo Rakhale,Right
Abdoul Ba,Right
Peter Brezovan,Right
Jonathan Obika,Right
Amara Baby,Left
Remi Mulumba~Rémi Mulumba,Right
Souleymane Coulibaly,Right
Daniel Bessa,Right
David Wright,Right
Colin Healy,Right
Darren Potter,Right
Giorgio Frezzolini,Right
Alex Revell,Right
Andy Webster,Right
Matias Concha,Right
Markus Katzer,Left
Thomas Pichlmann,Right
Richard Wright,Left
Jordan Stewart,Left
Jesper Bech,Right
Andy Hughes,Right
Marc Richards,Right
Michael Brown,Right
Andre Boucaud,Right
Shane Cansdell-Sherriff,Left
Noguerol,Right
Ronny Konig~Ronny König,Left
Izale McLeod,Right
Jim McAlister,Right
Eric Marester,Right
Kim Chi Gon,Left
Cristian Raimondi,Right
Brian Wilson,Right
Ronald Graafland,Left
John Welsh,Right
Billy Dennehy,Left
Guirane N'Daw,Left
Daniel Lopar,Right
Oh Seung Bum,Right
Jason Scotland,Right
James McPake,Right
Tom Van Imschoot,Left
Michael Nelson,Right
Richard Duffy,Right
Rory Patterson,Right
Nenad Djordjevic~Nenad Djordjevic,Right
Tevfik Kose~Tevfik Köse,Right
Velasco,Right
Ruben Duran~Rubén Durán,Right
Jorge,Left
Gorka Larrea,Right
Alexandr Dantsev,Left
Lukasz Mierzejewski,Right
Erik Mjelde,Left
Bartlomiej Konieczny,Left
Nathan Coe,Right
Ilyas Zeytulaev,Right
Malik Couturier,Left
Ryan Lowe,Right
Matt Duke,Right
Anders Due,Left
Hannes Aigner,Right
Loic Guillon~Loïc Guillon,Left
Shane Stefanutto,Left
Lee Ho,Right
Darryl Flahavan,Right
Dariusz Pietrasiak,Right
Krzysztof Pilarz,Right
Han Tae You,Right
Lee Yo Han,Right
Craig Samson,Right
Adebayo Akinfenwa,Right
Jairo Patino~Jairo Patiño,Right
Tobias Eriksson,Right
Tim Sebastian,Right
Thomas Reinmann,Right
Patrik Haginge,Right
Marco Zambelli,Right
Antonio Aquilanti,Right
Tom Soares,Right
Igor Kot,Right
Hakon Skogseid~Håkon Skogseid,Right
Steven Jennings,Right
Jesper Mathisen,Left
Anders Karlsen,Right
Mamadou Diallo,Right
David Buchanan,Left
Chris Neal,Right
Jonny Steele,Left
Mattias Hugosson,Left
Marc-Andre Kruska~Marc-André Kruska,Right
Paul Lawson,Right
James Berrett,Right
Byron Moore,Right
Rory McArdle,Right
Paul Huntington,Right
James Wesolowski,Right
Kyle Letheren,Right
Ludovic Guerriero,Right
Alex Garcia~Álex García,Left
Juanjo Exposito~Juanjo Expósito,Right
Kyel Reid,Left
Magnus Wikstrom~Magnus Wikström,Right
David Edgar,Right
Ashley Chambers,Right
Martin Christensen,Right
Pierre Kanstrup,Right
Matti Lund Nielsen,Right
Pawel Golanski~Pawel Golanski,Right
Lloyd James,Right
Tom Clarke,Right
Febian Brandy,Right
David Button,Right
Simon Ferry,Right
Nicky Law,Right
Eoin Doyle,Right
Glen Moss,Right
Jonathan Bornstein,Left
Rafal Boguski,Right
John Mousinho,Right
Pawel Buzala,Right
Philipp Muntwiler,Right
Jonathan Lacourt,Left
Fabrice Begeorgi,Right
Robert Strauß,Right
Stephane Zubar~Stéphane Zubar,Right
Oscar Razo,Left
Antoine Ponroy,Right
Larsen Toure~Larsen Touré,Right
Sebastien Siani~Sébastien Siani,Right
Ahmed Barusso,Right
Faton Toski,Left
Ernesto,Left
Marco Ivan Perez~Marco Iván Pérez,Right
Lee Hyun Seung,Right
Alessandro Bastrini,Left
Jim McNulty,Left
Dejan Kelhar,Right
Danny Hollands,Left
Moises Velasco~Moisés Velasco,Right
Gary Sawyer,Left
Deme N'Diaye,Left
Michael Woods,Right
Manuel Seidl,Right
Kosuke Kimura,Right
Abdulatif Al Ghannam,Right
Dino Djulbic,Right
Stefan Larsson,Left
Eyjolfur Heðinsson~Eyjólfur Héðinsson,Right
Oumar Sissoko,Right
Nigel Boogaard,Right
Bruce Djite~Bruce Djité,Right
Sim Woo Yeon,Right
Vince Lia,Right
Jeremy Brockie,Right
Viktor Lundberg,Right
Loris Arnaud,Right
Julius Perstaller,Right
Kaio,Left
Alexander Fischer,Right
Daan Bovenberg,Right
Sal Zizzo,Right
Stephane Tritz~Stéphane Tritz,Right
Mark Ellis,Right
Jan-Philipp Kalla,Right
Simone Gozzi,Right
Ilie Cebanu,Right
Jorge Villafana~Jorge Villafaña,Left
Ryan Dickson,Left
Leo Schwechlen~Léo Schwechlen,Left
Lee Cox,Right
Luis Fernando Telles,Right
Kim Ho Jun,Right
Alfredo Saldivar~Alfredo Saldívar,Right
Kim Young Woo,Right
Luis Daniel Cano,Right
Graham Carey,Left
Emir Kujovic~Emir Kujovic,Right
Daniel Johansson,Right
Sinan Oren~Sinan Ören,Right
Mark Birighitti,Right
Mathieu Manset,Left
Matthias Koch,Right
Maciej Malkowski,Left
Mickael Facchinetti~Mickaël Facchinetti,Left
Maic Sema,Right
Manuel Pascali,Right
Sam Slocombe,Right
Vincent Manceau,Right
Manny Muscat,Right
Mats Solheim,Right
Daniel Gustavsson,Right
Sakari Mattila,Right
Stefan Hierlander~Stefan Hierländer,Right
Jahir Barraza,Left
Michael Rabusic~Michael Rabušic,Right
Sandro Sirigu,Right
Oscar Jansson,Right
Brandon Barklage,Right
Pa Modou Jagne,Left
Harlee Dean,Right
Hallgrimur Jonasson~Hallgrímur Jónasson,Right
Cody McDonald,Right
Cam Weaver,Right
Jhon Kennedy Hurtado,Right
Lalawele Atakora~Lalawélé Atakora,Right
Lee Yong Gi,Right
Ryu Chang Hyun,Right
Fahad Al Yamani,Right
Marcelo Gracia,Right
Giovani Casillas,Left
Mauricio Albornoz,Right
Emil Wahlstrom~Emil Wahlström,Right
Igor Shitov,Right
